# k1/kF k2/kF k3/kF P(k1) P(k2)       P(k3)       B0        BSN    N_tr    B2      B4
# 
18 14 12 6.42634811e+01 9.55221481e+01 1.31217102e+02 1.43890469e+04 0.00000000e+00 2.46528000e+05 -2.98644590e+04 2.44492402e+04
18 14 13 6.42634811e+01 9.55221481e+01 1.06425072e+02 1.64642969e+04 0.00000000e+00 2.72856000e+05 -3.20946875e+04 2.06914004e+04
18 14 14 6.42634811e+01 9.55221481e+01 9.55221481e+01 6.40115820e+03 0.00000000e+00 2.91384000e+05 -1.08965293e+04 1.39807214e+03
18 15 2 6.42634811e+01 8.57963486e+01 2.85095215e+02 1.50006391e+05 0.00000000e+00 1.46400000e+03 -3.00486094e+05 1.98775172e+05
18 15 3 6.42634811e+01 8.57963486e+01 4.02876801e+02 9.67418750e+04 0.00000000e+00 2.90220000e+04 -1.94691969e+05 1.45545047e+05
18 15 4 6.42634811e+01 8.57963486e+01 2.98621796e+02 3.71921367e+04 0.00000000e+00 8.14320000e+04 -7.67183750e+04 6.22389922e+04
18 15 5 6.42634811e+01 8.57963486e+01 2.49657516e+02 2.89937715e+04 0.00000000e+00 1.11120000e+05 -5.69808945e+04 3.77199922e+04
18 15 6 6.42634811e+01 8.57963486e+01 2.07778030e+02 2.98410488e+04 0.00000000e+00 1.18440000e+05 -6.02045234e+04 4.53502344e+04
18 15 7 6.42634811e+01 8.57963486e+01 1.90599930e+02 1.85394082e+04 0.00000000e+00 1.36608000e+05 -3.90840117e+04 3.43155234e+04
18 15 8 6.42634811e+01 8.57963486e+01 1.61821243e+02 2.50439512e+04 0.00000000e+00 1.52568000e+05 -4.96444609e+04 3.57601680e+04
18 15 9 6.42634811e+01 8.57963486e+01 1.51647842e+02 2.64970957e+04 0.00000000e+00 2.03304000e+05 -5.48551016e+04 4.43967422e+04
18 15 10 6.42634811e+01 8.57963486e+01 1.43547516e+02 1.35168906e+04 0.00000000e+00 1.98768000e+05 -2.34728887e+04 6.31648779e+03
18 15 11 6.42634811e+01 8.57963486e+01 1.22325600e+02 1.73227715e+04 0.00000000e+00 2.10984000e+05 -3.39352031e+04 2.22194883e+04
18 15 12 6.42634811e+01 8.57963486e+01 1.31217102e+02 1.85976465e+04 0.00000000e+00 2.42736000e+05 -3.66393359e+04 2.44403789e+04
18 15 13 6.42634811e+01 8.57963486e+01 1.06425072e+02 1.58847754e+04 0.00000000e+00 2.69016000e+05 -3.48108672e+04 3.34595352e+04
18 15 14 6.42634811e+01 8.57963486e+01 9.55221481e+01 1.21647021e+04 0.00000000e+00 2.85576000e+05 -2.71541289e+04 2.74889883e+04
18 15 15 6.42634811e+01 8.57963486e+01 8.57963486e+01 1.42703779e+04 0.00000000e+00 2.79024000e+05 -3.07552188e+04 2.88579297e+04
18 16 1 6.42634811e+01 7.72970428e+01 1.49714310e+02 1.31480137e+04 0.00000000e+00 1.24800000e+03 -7.01989609e+04 1.82202750e+05
18 16 2 6.42634811e+01 7.72970428e+01 2.85095215e+02 4.18556836e+04 0.00000000e+00 3.37980000e+04 -8.19263359e+04 5.20952891e+04
18 16 3 6.42634811e+01 7.72970428e+01 4.02876801e+02 4.22213672e+04 0.00000000e+00 5.98200000e+04 -8.98979453e+04 8.07037656e+04
18 16 4 6.42634811e+01 7.72970428e+01 2.98621796e+02 2.10616562e+04 0.00000000e+00 9.96960000e+04 -4.04201523e+04 2.53187637e+04
18 16 5 6.42634811e+01 7.72970428e+01 2.49657516e+02 3.03258398e+04 0.00000000e+00 1.31496000e+05 -5.82455625e+04 3.46220312e+04
18 16 6 6.42634811e+01 7.72970428e+01 2.07778030e+02 2.28580137e+04 0.00000000e+00 1.41888000e+05 -4.76812422e+04 3.99033477e+04
18 16 7 6.42634811e+01 7.72970428e+01 1.90599930e+02 2.03577012e+04 0.00000000e+00 1.62720000e+05 -3.91054805e+04 2.49052500e+04
18 16 8 6.42634811e+01 7.72970428e+01 1.61821243e+02 1.27106455e+04 0.00000000e+00 1.82352000e+05 -2.38503887e+04 1.13372529e+04
18 16 9 6.42634811e+01 7.72970428e+01 1.51647842e+02 2.01457559e+04 0.00000000e+00 2.42952000e+05 -3.86339062e+04 2.30837227e+04
18 16 10 6.42634811e+01 7.72970428e+01 1.43547516e+02 1.24241318e+04 0.00000000e+00 2.37504000e+05 -2.44220840e+04 1.70393887e+04
18 16 11 6.42634811e+01 7.72970428e+01 1.22325600e+02 1.73125488e+04 0.00000000e+00 2.52600000e+05 -3.51128672e+04 2.74064004e+04
18 16 12 6.42634811e+01 7.72970428e+01 1.31217102e+02 1.92116758e+04 0.00000000e+00 2.89872000e+05 -3.73163906e+04 2.34506387e+04
18 16 13 6.42634811e+01 7.72970428e+01 1.06425072e+02 1.12395381e+04 0.00000000e+00 3.20856000e+05 -2.24372227e+04 1.56960410e+04
18 16 14 6.42634811e+01 7.72970428e+01 9.55221481e+01 1.11012793e+04 0.00000000e+00 3.39576000e+05 -2.39465059e+04 2.23145684e+04
18 16 15 6.42634811e+01 7.72970428e+01 8.57963486e+01 9.75079883e+03 0.00000000e+00 3.35760000e+05 -1.80619043e+04 9.69129102e+03
18 16 16 6.42634811e+01 7.72970428e+01 7.72970428e+01 6.41007471e+03 0.00000000e+00 3.99960000e+05 -1.46727100e+04 1.51275137e+04
18 17 1 6.42634811e+01 7.03868866e+01 1.49714310e+02 1.25725166e+04 0.00000000e+00 1.96020000e+04 -3.13738887e+04 4.32082734e+04
18 17 2 6.42634811e+01 7.03868866e+01 2.85095215e+02 3.57141680e+04 0.00000000e+00 5.60880000e+04 -7.46351562e+04 6.34982070e+04
18 17 3 6.42634811e+01 7.03868866e+01 4.02876801e+02 3.51954102e+04 0.00000000e+00 6.29040000e+04 -6.67047422e+04 3.79863398e+04
18 17 4 6.42634811e+01 7.03868866e+01 2.98621796e+02 3.71957734e+04 0.00000000e+00 1.04952000e+05 -7.46914062e+04 5.41646094e+04
18 17 5 6.42634811e+01 7.03868866e+01 2.49657516e+02 2.82966836e+04 0.00000000e+00 1.38720000e+05 -5.66642500e+04 4.25076758e+04
18 17 6 6.42634811e+01 7.03868866e+01 2.07778030e+02 1.72364258e+04 0.00000000e+00 1.47768000e+05 -3.72955742e+04 3.47400195e+04
18 17 7 6.42634811e+01 7.03868866e+01 1.90599930e+02 1.90567598e+04 0.00000000e+00 1.71456000e+05 -3.37483672e+04 1.16040947e+04
18 17 8 6.42634811e+01 7.03868866e+01 1.61821243e+02 2.07135332e+04 0.00000000e+00 1.92024000e+05 -4.03065703e+04 2.59467832e+04
18 17 9 6.42634811e+01 7.03868866e+01 1.51647842e+02 2.28335566e+04 0.00000000e+00 2.52456000e+05 -4.32445664e+04 2.42938477e+04
18 17 10 6.42634811e+01 7.03868866e+01 1.43547516e+02 1.18856738e+04 0.00000000e+00 2.48976000e+05 -2.50998633e+04 2.18798242e+04
18 17 11 6.42634811e+01 7.03868866e+01 1.22325600e+02 1.83379023e+04 0.00000000e+00 2.66328000e+05 -3.59154141e+04 2.35224922e+04
18 17 12 6.42634811e+01 7.03868866e+01 1.31217102e+02 8.98394531e+03 0.00000000e+00 3.02064000e+05 -1.95577598e+04 1.88182129e+04
18 17 13 6.42634811e+01 7.03868866e+01 1.06425072e+02 7.00588330e+03 0.00000000e+00 3.34704000e+05 -1.47405596e+04 1.27111689e+04
18 17 14 6.42634811e+01 7.03868866e+01 9.55221481e+01 8.90146094e+03 0.00000000e+00 3.58920000e+05 -1.85502012e+04 1.53986338e+04
18 17 15 6.42634811e+01 7.03868866e+01 8.57963486e+01 9.93479102e+03 0.00000000e+00 3.49656000e+05 -1.92131152e+04 1.21392930e+04
18 17 16 6.42634811e+01 7.03868866e+01 7.72970428e+01 9.20233398e+03 0.00000000e+00 4.20912000e+05 -1.81708730e+04 1.23696289e+04
18 17 17 6.42634811e+01 7.03868866e+01 7.03868866e+01 9.84634668e+03 0.00000000e+00 4.37712000e+05 -1.87520566e+04 1.07501162e+04
18 18 1 6.42634811e+01 6.42634811e+01 1.49714310e+02 7.25289355e+03 0.00000000e+00 3.06960000e+04 -7.78869385e+03 -1.24727637e+04
18 18 2 6.42634811e+01 6.42634811e+01 2.85095215e+02 1.84603027e+04 0.00000000e+00 5.97120000e+04 -3.79681758e+04 2.76607637e+04
18 18 3 6.42634811e+01 6.42634811e+01 4.02876801e+02 2.05637070e+04 0.00000000e+00 6.65760000e+04 -5.68161602e+04 8.63734688e+04
18 18 4 6.42634811e+01 6.42634811e+01 2.98621796e+02 2.56670469e+04 0.00000000e+00 1.10328000e+05 -5.05167422e+04 3.34943828e+04
18 18 5 6.42634811e+01 6.42634811e+01 2.49657516e+02 2.85041250e+04 0.00000000e+00 1.46448000e+05 -5.65595234e+04 3.99626602e+04
18 18 6 6.42634811e+01 6.42634811e+01 2.07778030e+02 1.68789570e+04 0.00000000e+00 1.56384000e+05 -3.09602285e+04 1.42747227e+04
18 18 7 6.42634811e+01 6.42634811e+01 1.90599930e+02 1.95921914e+04 0.00000000e+00 1.81800000e+05 -3.92709492e+04 2.92718047e+04
18 18 8 6.42634811e+01 6.42634811e+01 1.61821243e+02 5.85260010e+03 0.00000000e+00 2.00376000e+05 -1.12831289e+04 7.21348877e+03
18 18 9 6.42634811e+01 6.42634811e+01 1.51647842e+02 1.40089248e+04 0.00000000e+00 2.68512000e+05 -2.85123066e+04 2.19448047e+04
18 18 10 6.42634811e+01 6.42634811e+01 1.43547516e+02 1.54165547e+04 0.00000000e+00 2.63688000e+05 -3.19249023e+04 2.66826270e+04
18 18 11 6.42634811e+01 6.42634811e+01 1.22325600e+02 9.99900586e+03 0.00000000e+00 2.79072000e+05 -2.23092480e+04 2.24871211e+04
18 18 12 6.42634811e+01 6.42634811e+01 1.31217102e+02 2.21439355e+04 0.00000000e+00 3.22176000e+05 -4.26828203e+04 2.59769805e+04
18 18 13 6.42634811e+01 6.42634811e+01 1.06425072e+02 8.90515039e+03 0.00000000e+00 3.54288000e+05 -1.76519336e+04 1.19520977e+04
18 18 14 6.42634811e+01 6.42634811e+01 9.55221481e+01 1.08773789e+04 0.00000000e+00 3.77952000e+05 -2.22496387e+04 1.78864004e+04
18 18 15 6.42634811e+01 6.42634811e+01 8.57963486e+01 7.81010254e+03 0.00000000e+00 3.72096000e+05 -1.49748428e+04 8.90401074e+03
18 18 16 6.42634811e+01 6.42634811e+01 7.72970428e+01 1.44160469e+04 0.00000000e+00 4.41936000e+05 -2.95638457e+04 2.34313320e+04
18 18 17 6.42634811e+01 6.42634811e+01 7.03868866e+01 6.67287207e+03 0.00000000e+00 4.64016000e+05 -1.51945938e+04 1.60661982e+04
18 18 18 6.42634811e+01 6.42634811e+01 6.42634811e+01 9.10315430e+03 0.00000000e+00 4.92144000e+05 -1.93913574e+04 1.73754512e+04
19 9 9 5.89806252e+01 1.51647842e+02 1.51647842e+02 -5.31466914e+04 0.00000000e+00 5.16000000e+03 1.45220219e+05 -2.22453797e+05
19 10 8 5.89806252e+01 1.43547516e+02 1.61821243e+02 7.87695859e+04 0.00000000e+00 2.42400000e+03 -1.62607000e+05 1.32444922e+05
19 10 9 5.89806252e+01 1.43547516e+02 1.51647842e+02 4.53648398e+04 0.00000000e+00 8.20220000e+04 -9.53540078e+04 8.20620938e+04
19 10 10 5.89806252e+01 1.43547516e+02 1.43547516e+02 4.00177578e+04 0.00000000e+00 1.39152000e+05 -7.45704062e+04 3.84836875e+04
19 11 7 5.89806252e+01 1.22325600e+02 1.90599930e+02 1.53576969e+05 0.00000000e+00 2.32800000e+03 -2.98879625e+05 1.92361359e+05
19 11 8 5.89806252e+01 1.22325600e+02 1.61821243e+02 2.19280117e+04 0.00000000e+00 6.07260000e+04 -4.53777109e+04 3.75365664e+04
19 11 9 5.89806252e+01 1.22325600e+02 1.51647842e+02 3.32268867e+04 0.00000000e+00 1.50144000e+05 -7.27967109e+04 7.12874219e+04
19 11 10 5.89806252e+01 1.22325600e+02 1.43547516e+02 2.02569980e+04 0.00000000e+00 1.48752000e+05 -3.96222266e+04 2.65816211e+04
19 11 11 5.89806252e+01 1.22325600e+02 1.22325600e+02 2.95022754e+04 0.00000000e+00 1.57440000e+05 -5.77222500e+04 3.62866133e+04
19 12 6 5.89806252e+01 1.31217102e+02 2.07778030e+02 1.78242422e+05 0.00000000e+00 2.78400000e+03 -3.25278500e+05 1.41341562e+05
19 12 7 5.89806252e+01 1.31217102e+02 1.90599930e+02 5.22317188e+04 0.00000000e+00 6.39980000e+04 -1.07994828e+05 8.70857344e+04
19 12 8 5.89806252e+01 1.31217102e+02 1.61821243e+02 4.37275391e+04 0.00000000e+00 1.28472000e+05 -8.52925625e+04 5.52182305e+04
19 12 9 5.89806252e+01 1.31217102e+02 1.51647842e+02 4.13335117e+04 0.00000000e+00 1.72800000e+05 -8.51600469e+04 6.87849688e+04
19 12 10 5.89806252e+01 1.31217102e+02 1.43547516e+02 3.40640508e+04 0.00000000e+00 1.70688000e+05 -7.22926562e+04 6.39979336e+04
19 12 11 5.89806252e+01 1.31217102e+02 1.22325600e+02 3.13065859e+04 0.00000000e+00 1.82136000e+05 -6.68988125e+04 6.07495000e+04
19 12 12 5.89806252e+01 1.31217102e+02 1.31217102e+02 2.52387480e+04 0.00000000e+00 2.06832000e+05 -4.97019727e+04 3.26982129e+04
19 13 5 5.89806252e+01 1.06425072e+02 2.49657516e+02 -1.21521230e+04 0.00000000e+00 3.36000000e+03 2.13356543e+04 -8.85094604e+01
19 13 6 5.89806252e+01 1.06425072e+02 2.07778030e+02 4.93214766e+04 0.00000000e+00 6.62940000e+04 -9.90399297e+04 7.21994922e+04
19 13 7 5.89806252e+01 1.06425072e+02 1.90599930e+02 5.48873711e+04 0.00000000e+00 1.27752000e+05 -1.09772688e+05 7.88954375e+04
19 13 8 5.89806252e+01 1.06425072e+02 1.61821243e+02 2.52884102e+04 0.00000000e+00 1.44768000e+05 -5.57299258e+04 5.53083984e+04
19 13 9 5.89806252e+01 1.06425072e+02 1.51647842e+02 2.33635391e+04 0.00000000e+00 1.92456000e+05 -4.78197227e+04 3.78834375e+04
19 13 10 5.89806252e+01 1.06425072e+02 1.43547516e+02 3.03872266e+04 0.00000000e+00 1.88544000e+05 -6.12131875e+04 4.61950391e+04
19 13 11 5.89806252e+01 1.06425072e+02 1.22325600e+02 1.81182148e+04 0.00000000e+00 2.00760000e+05 -3.68612852e+04 2.88212598e+04
19 13 12 5.89806252e+01 1.06425072e+02 1.31217102e+02 5.52418555e+03 0.00000000e+00 2.29248000e+05 -8.04333008e+03 -3.47035986e+03
19 13 13 5.89806252e+01 1.06425072e+02 1.06425072e+02 1.39895059e+04 0.00000000e+00 2.55792000e+05 -2.30661035e+04 2.81291504e+03
19 14 4 5.89806252e+01 9.55221481e+01 2.98621796e+02 1.03682297e+05 0.00000000e+00 2.08800000e+03 -2.31657969e+05 2.40293812e+05
19 14 5 5.89806252e+01 9.55221481e+01 2.49657516e+02 3.98130195e+04 0.00000000e+00 6.43820000e+04 -8.56645781e+04 7.84549141e+04
19 14 6 5.89806252e+01 9.55221481e+01 2.07778030e+02 2.73298691e+04 0.00000000e+00 1.18368000e+05 -4.31108477e+04 -1.77241541e+03
19 14 7 5.89806252e+01 9.55221481e+01 1.90599930e+02 1.94079941e+04 0.00000000e+00 1.38576000e+05 -4.09773125e+04 3.58946914e+04
19 14 8 5.89806252e+01 9.55221481e+01 1.61821243e+02 3.35931641e+04 0.00000000e+00 1.53912000e+05 -6.69300781e+04 4.86002109e+04
19 14 9 5.89806252e+01 9.55221481e+01 1.51647842e+02 2.00403418e+04 0.00000000e+00 2.04720000e+05 -4.46522617e+04 4.50690625e+04
19 14 10 5.89806252e+01 9.55221481e+01 1.43547516e+02 1.69780156e+04 0.00000000e+00 2.00976000e+05 -3.44332305e+04 2.66007012e+04
19 14 11 5.89806252e+01 9.55221481e+01 1.22325600e+02 2.14417070e+04 0.00000000e+00 2.12952000e+05 -4.47953945e+04 3.68920664e+04
19 14 12 5.89806252e+01 9.55221481e+01 1.31217102e+02 2.40083301e+04 0.00000000e+00 2.45184000e+05 -4.51799141e+04 2.43234336e+04
19 14 13 5.89806252e+01 9.55221481e+01 1.06425072e+02 1.29807129e+04 0.00000000e+00 2.69760000e+05 -2.88562852e+04 2.90401465e+04
19 14 14 5.89806252e+01 9.55221481e+01 9.55221481e+01 1.26419658e+04 0.00000000e+00 2.88096000e+05 -2.41041543e+04 1.39798516e+04
19 15 3 5.89806252e+01 8.57963486e+01 4.02876801e+02 -5.10569672e+02 0.00000000e+00 6.72000000e+02 5.02165312e+04 -1.66990141e+05
19 15 4 5.89806252e+01 8.57963486e+01 2.98621796e+02 3.66304258e+04 0.00000000e+00 4.29900000e+04 -7.89390078e+04 7.55228594e+04
19 15 5 5.89806252e+01 8.57963486e+01 2.49657516e+02 3.08949434e+04 0.00000000e+00 1.07832000e+05 -6.71575312e+04 6.35290273e+04
19 15 6 5.89806252e+01 8.57963486e+01 2.07778030e+02 3.47999414e+04 0.00000000e+00 1.17264000e+05 -7.18855312e+04 5.93569180e+04
19 15 7 5.89806252e+01 8.57963486e+01 1.90599930e+02 4.10294531e+04 0.00000000e+00 1.35600000e+05 -8.41956250e+04 6.69287969e+04
19 15 8 5.89806252e+01 8.57963486e+01 1.61821243e+02 2.58481660e+04 0.00000000e+00 1.51248000e+05 -5.05782578e+04 3.32990312e+04
19 15 9 5.89806252e+01 8.57963486e+01 1.51647842e+02 1.67530293e+04 0.00000000e+00 2.00808000e+05 -3.69705234e+04 3.58678477e+04
19 15 10 5.89806252e+01 8.57963486e+01 1.43547516e+02 1.98142695e+04 0.00000000e+00 1.96848000e+05 -4.14120820e+04 3.48026602e+04
19 15 11 5.89806252e+01 8.57963486e+01 1.22325600e+02 1.83859082e+04 0.00000000e+00 2.10936000e+05 -3.85439727e+04 3.31643203e+04
19 15 12 5.89806252e+01 8.57963486e+01 1.31217102e+02 1.35637822e+04 0.00000000e+00 2.39304000e+05 -3.02805137e+04 3.02375234e+04
19 15 13 5.89806252e+01 8.57963486e+01 1.06425072e+02 1.15198730e+04 0.00000000e+00 2.65848000e+05 -2.45884844e+04 2.22035918e+04
19 15 14 5.89806252e+01 8.57963486e+01 9.55221481e+01 1.67817754e+04 0.00000000e+00 2.83296000e+05 -3.16085195e+04 1.68069395e+04
19 15 15 5.89806252e+01 8.57963486e+01 8.57963486e+01 5.30583008e+03 0.00000000e+00 2.77968000e+05 -1.30284268e+04 1.69053594e+04
19 16 2 5.89806252e+01 7.72970428e+01 2.85095215e+02 -4.77941250e+04 0.00000000e+00 1.96800000e+03 6.63388203e+04 3.68624961e+04
19 16 3 5.89806252e+01 7.72970428e+01 4.02876801e+02 8.37544453e+04 0.00000000e+00 3.43340000e+04 -1.81160875e+05 1.72164625e+05
19 16 4 5.89806252e+01 7.72970428e+01 2.98621796e+02 3.77989414e+04 0.00000000e+00 9.65040000e+04 -7.94389453e+04 6.86118516e+04
19 16 5 5.89806252e+01 7.72970428e+01 2.49657516e+02 3.90354844e+04 0.00000000e+00 1.31568000e+05 -7.65803594e+04 5.19235117e+04
19 16 6 5.89806252e+01 7.72970428e+01 2.07778030e+02 2.09087051e+04 0.00000000e+00 1.39728000e+05 -4.23477070e+04 3.17530566e+04
19 16 7 5.89806252e+01 7.72970428e+01 1.90599930e+02 1.44280127e+04 0.00000000e+00 1.62288000e+05 -2.94179902e+04 2.22866680e+04
19 16 8 5.89806252e+01 7.72970428e+01 1.61821243e+02 1.74573945e+04 0.00000000e+00 1.80552000e+05 -3.44213828e+04 2.22615938e+04
19 16 9 5.89806252e+01 7.72970428e+01 1.51647842e+02 1.92808008e+04 0.00000000e+00 2.39712000e+05 -3.84913242e+04 2.70991738e+04
19 16 10 5.89806252e+01 7.72970428e+01 1.43547516e+02 1.24053848e+04 0.00000000e+00 2.35584000e+05 -2.41716484e+04 1.56954053e+04
19 16 11 5.89806252e+01 7.72970428e+01 1.22325600e+02 1.47713320e+04 0.00000000e+00 2.51328000e+05 -2.96937305e+04 2.24718984e+04
19 16 12 5.89806252e+01 7.72970428e+01 1.31217102e+02 1.62465127e+04 0.00000000e+00 2.86176000e+05 -3.22676445e+04 2.21854844e+04
19 16 13 5.89806252e+01 7.72970428e+01 1.06425072e+02 8.21905176e+03 0.00000000e+00 3.17040000e+05 -1.57077217e+04 9.14986230e+03
19 16 14 5.89806252e+01 7.72970428e+01 9.55221481e+01 8.67755176e+03 0.00000000e+00 3.38280000e+05 -1.91091523e+04 1.90183945e+04
19 16 15 5.89806252e+01 7.72970428e+01 8.57963486e+01 1.01576846e+04 0.00000000e+00 3.32112000e+05 -2.05295723e+04 1.55528242e+04
19 16 16 5.89806252e+01 7.72970428e+01 7.72970428e+01 9.32956543e+03 0.00000000e+00 3.97296000e+05 -1.83406348e+04 1.30395156e+04
19 17 1 5.89806252e+01 7.03868866e+01 1.49714310e+02 2.66766504e+03 0.00000000e+00 1.39200000e+03 -2.71959531e+04 8.23325781e+04
19 17 2 5.89806252e+01 7.03868866e+01 2.85095215e+02 2.96816211e+04 0.00000000e+00 3.69740000e+04 -5.62592500e+04 3.05959688e+04
19 17 3 5.89806252e+01 7.03868866e+01 4.02876801e+02 6.39138984e+04 0.00000000e+00 6.23520000e+04 -1.29557039e+05 9.68674609e+04
19 17 4 5.89806252e+01 7.03868866e+01 2.98621796e+02 3.88840977e+04 0.00000000e+00 1.03800000e+05 -8.00242734e+04 6.26979375e+04
19 17 5 5.89806252e+01 7.03868866e+01 2.49657516e+02 2.11031641e+04 0.00000000e+00 1.36536000e+05 -4.20784688e+04 3.05678086e+04
19 17 6 5.89806252e+01 7.03868866e+01 2.07778030e+02 2.65249414e+04 0.00000000e+00 1.47408000e+05 -5.38449648e+04 4.10217656e+04
19 17 7 5.89806252e+01 7.03868866e+01 1.90599930e+02 1.97394531e+04 0.00000000e+00 1.69824000e+05 -4.22824062e+04 3.82696328e+04
19 17 8 5.89806252e+01 7.03868866e+01 1.61821243e+02 9.08566797e+03 0.00000000e+00 1.88592000e+05 -1.75094004e+04 1.09073027e+04
19 17 9 5.89806252e+01 7.03868866e+01 1.51647842e+02 1.16040869e+04 0.00000000e+00 2.51976000e+05 -2.37818047e+04 1.87245996e+04
19 17 10 5.89806252e+01 7.03868866e+01 1.43547516e+02 1.55812812e+04 0.00000000e+00 2.46624000e+05 -3.18466992e+04 2.48774414e+04
19 17 11 5.89806252e+01 7.03868866e+01 1.22325600e+02 1.50197295e+04 0.00000000e+00 2.61792000e+05 -2.90578184e+04 1.76484043e+04
19 17 12 5.89806252e+01 7.03868866e+01 1.31217102e+02 1.07378896e+04 0.00000000e+00 3.01896000e+05 -1.96988477e+04 8.91068652e+03
19 17 13 5.89806252e+01 7.03868866e+01 1.06425072e+02 8.52489648e+03 0.00000000e+00 3.32712000e+05 -1.61535039e+04 9.90424902e+03
19 17 14 5.89806252e+01 7.03868866e+01 9.55221481e+01 1.05580527e+04 0.00000000e+00 3.53424000e+05 -2.16124570e+04 1.68981719e+04
19 17 15 5.89806252e+01 7.03868866e+01 8.57963486e+01 7.82876465e+03 0.00000000e+00 3.48216000e+05 -1.56358975e+04 1.11684209e+04
19 17 16 5.89806252e+01 7.03868866e+01 7.72970428e+01 8.68225391e+03 0.00000000e+00 4.14552000e+05 -1.69239434e+04 1.07899307e+04
19 17 17 5.89806252e+01 7.03868866e+01 7.03868866e+01 1.17067793e+04 0.00000000e+00 4.36368000e+05 -2.52563672e+04 2.33186484e+04
19 18 1 5.89806252e+01 6.42634811e+01 1.49714310e+02 2.02771133e+04 0.00000000e+00 2.14860000e+04 -3.73598867e+04 1.94283496e+04
19 18 2 5.89806252e+01 6.42634811e+01 2.85095215e+02 1.76123027e+04 0.00000000e+00 5.90640000e+04 -3.35911445e+04 1.90681816e+04
19 18 3 5.89806252e+01 6.42634811e+01 4.02876801e+02 4.21417695e+04 0.00000000e+00 6.64320000e+04 -9.11579531e+04 8.31609609e+04
19 18 4 5.89806252e+01 6.42634811e+01 2.98621796e+02 3.16895645e+04 0.00000000e+00 1.09368000e+05 -6.25835156e+04 4.38366992e+04
19 18 5 5.89806252e+01 6.42634811e+01 2.49657516e+02 1.48665537e+04 0.00000000e+00 1.45032000e+05 -2.40012051e+04 4.55181244e+02
19 18 6 5.89806252e+01 6.42634811e+01 2.07778030e+02 2.01561309e+04 0.00000000e+00 1.54320000e+05 -3.97448711e+04 2.75511465e+04
19 18 7 5.89806252e+01 6.42634811e+01 1.90599930e+02 2.56510410e+04 0.00000000e+00 1.79256000e+05 -4.63285352e+04 1.93734551e+04
19 18 8 5.89806252e+01 6.42634811e+01 1.61821243e+02 8.17375928e+03 0.00000000e+00 2.01144000e+05 -1.75414902e+04 1.60623408e+04
19 18 9 5.89806252e+01 6.42634811e+01 1.51647842e+02 1.26586514e+04 0.00000000e+00 2.66280000e+05 -2.52096426e+04 1.80625176e+04
19 18 10 5.89806252e+01 6.42634811e+01 1.43547516e+02 1.23399902e+04 0.00000000e+00 2.60232000e+05 -2.25504336e+04 9.82383691e+03
19 18 11 5.89806252e+01 6.42634811e+01 1.22325600e+02 1.55102119e+04 0.00000000e+00 2.78232000e+05 -3.16282480e+04 2.46997715e+04
19 18 12 5.89806252e+01 6.42634811e+01 1.31217102e+02 5.88707617e+03 0.00000000e+00 3.16128000e+05 -1.11800400e+04 5.93479980e+03
19 18 13 5.89806252e+01 6.42634811e+01 1.06425072e+02 7.75796484e+03 0.00000000e+00 3.52632000e+05 -1.46337861e+04 8.00547900e+03
19 18 14 5.89806252e+01 6.42634811e+01 9.55221481e+01 8.60326270e+03 0.00000000e+00 3.74304000e+05 -1.71818672e+04 1.27771826e+04
19 18 15 5.89806252e+01 6.42634811e+01 8.57963486e+01 1.11412559e+04 0.00000000e+00 3.66528000e+05 -2.12981230e+04 1.25493848e+04
19 18 16 5.89806252e+01 6.42634811e+01 7.72970428e+01 9.96925879e+03 0.00000000e+00 4.40688000e+05 -1.96103535e+04 1.29517529e+04
19 18 17 5.89806252e+01 6.42634811e+01 7.03868866e+01 8.10290771e+03 0.00000000e+00 4.60008000e+05 -1.66049863e+04 1.29983975e+04
19 18 18 5.89806252e+01 6.42634811e+01 6.42634811e+01 5.68536182e+03 0.00000000e+00 4.84800000e+05 -1.13607764e+04 7.98116016e+03
19 19 1 5.89806252e+01 5.89806252e+01 1.49714310e+02 -2.10105312e+04 0.00000000e+00 3.01200000e+04 4.56196094e+04 -4.25248867e+04
19 19 2 5.89806252e+01 5.89806252e+01 2.85095215e+02 3.81684492e+04 0.00000000e+00 5.85840000e+04 -7.59584922e+04 5.36285352e+04
19 19 3 5.89806252e+01 5.89806252e+01 4.02876801e+02 5.27200898e+04 0.00000000e+00 6.50640000e+04 -1.10128891e+05 9.26958516e+04
19 19 4 5.89806252e+01 5.89806252e+01 2.98621796e+02 3.46990938e+04 0.00000000e+00 1.08432000e+05 -6.78270234e+04 4.34307969e+04
19 19 5 5.89806252e+01 5.89806252e+01 2.49657516e+02 1.60412480e+04 0.00000000e+00 1.44192000e+05 -2.68985996e+04 5.06925293e+03
19 19 6 5.89806252e+01 5.89806252e+01 2.07778030e+02 8.07271191e+03 0.00000000e+00 1.53744000e+05 -1.15563818e+04 -5.36557812e+03
19 19 7 5.89806252e+01 5.89806252e+01 1.90599930e+02 1.32035342e+04 0.00000000e+00 1.77720000e+05 -2.66758438e+04 2.09546387e+04
19 19 8 5.89806252e+01 5.89806252e+01 1.61821243e+02 9.78974707e+03 0.00000000e+00 1.97568000e+05 -2.13928086e+04 2.10023262e+04
19 19 9 5.89806252e+01 5.89806252e+01 1.51647842e+02 1.11428848e+04 0.00000000e+00 2.62320000e+05 -2.38785000e+04 2.16394023e+04
